phone_normalized,wdc_subject_count,sample_raw_values,sample_subjects
0593592600,2,0593   59 26 00,_:ndcad2f6c8378426aba9b0a04f5d0522fxb0 | _:n9b1ecbd3eabb46a3bfe73ae8c42b18b8xb0
0596632277,2,0596 63 22 77,_:ne8611ff5402b4519b4d62283aac52c23xb0 | _:nb30ba25bab0a46f38f23b261aadd6523xb0
0598364224,2,0598   36 42 24 | 0598-364224,_:n8dfb22a135554081974241c03e2f9e33xb0 | _:node1ife8icrbx27018033
0611063000,2,06 11063000 ,_:n471f061b63bb43bdb6353bd7bada8467xb0 | _:n299391bb14fe47489d1815a0d721fb03xb0
06114110141,2,0611-4110141,_:n6108e676b6a9420297b25b815d4d28b3xb0 | _:na2c7c5274220451895f63f7d326215e6xb0
0628142478674723388,2,0628142478||674723388,<https://ville-data.com/musee/Puimoisson-4-04157#Musee-de-Villeneuve-Ferme-jusqu-a-nouvel-ordre--12> | <https://ville-data.com/musee/Riez-4-04166#Musee-de-Villeneuve-Ferme-jusqu-a-nouvel-ordre--13>
0630494685,2,06 3049 4685,_:n5c521c50577c4b0aa81c091330ff8965xb0 | _:n7525cd69bae64530ab48f531edb63922xb0
0634976543,2,06 34976543,_:n12f3d3ec0dcc4521b9b7604257b07b56xb0 | _:n1b2f3596e71a43ceb6512ada9bdb13d5xb0
0647194000,2,06471-94000,_:n51a76c75055741eebf55548db89c1b12xb0 | _:n4c7bfd18e423484ca2d0931319275b8dxb0
064826075588,2,06482-6075588,_:n012543e408b549eead29f5414888b6bbxb0 | _:naab3a5f75eaa4115bb29d5030832b1fdxb0
0648691790,2,06486-91790,_:n3470a2f342b141729a024decba3ff667xb0 | _:n984da29aa4e54265988aad7eb29080d4xb0
0664100588,2,0664100588,<https://ville-data.com/musee/Puimoisson-4-04157#ecomusee-l-Olivier-15> | <https://ville-data.com/musee/Riez-4-04166#ecomusee-l-Olivier-14>
066784350,2,06 6784350,_:n0d09d8caaa744bdf87e1607e8f4759ccxb0 | _:n2883aff1ef8a4218b3fedd37d7b99eecxb0
066797323,2,066797323,_:n7b79394f0b3a4703a76681994a949188xb0 | _:naab02762a27d4d0fbbcd15b74397f3bfxb0
0668809035,2, 06 68 809035,_:n942d59af9be8442d9157fa334824caf2xb0 | _:n0676aee8cfc24160b19def035230c0fcxb0
0672249217,2,06722-49217,_:n0d36d034c89646758efedbf0d1421321xb0 | _:n6a765f2bdabd43c8a00f22aae4e885e6xb0
06774400,2,06774-400,_:n95a622f7e3d6413f9fb968eb668a0725xb0 | _:n14a5f2ac9ce74fcbbd9e779f5454d075xb0
0680007773,2,0680007773,<https://ville-data.com/musee/Creuzier-le-Neuf-3-03093#Musee-du-jouet-15> | <https://ville-data.com/musee/Saint-Ignat-63-63362#Musee-du-jouet-10>
0681461041,2,0681461041,<https://ville-data.com/musee/La-Freissinouse-5-05059#Musee-auto-moto-l-Estanco-17> | <https://ville-data.com/musee/Sigoyer-5-05168#Musee-auto-moto-l-Estanco-7>
0691146500,2,0691146500,_:nec3bd077f28e46d289e949ed495f275dxb0 | _:ndbbe4986199d4f689fc2cbb3cf7c627bxb0
0703339666,2,070   333 9 666,_:n2275e2c61a4a45229e2127dc6c52e5c2xb0 | _:n88badf93e3694373acb8e4bf58b27431xb0
0703381111,2,070 3381111 | 070-3381111,_:n048f444d663949e899252f04a66f92bcxb0 | _:node1ife8icrbx27017661
0703460861,2,070   34 60 861,_:ndfd50ff615f642c5ae9a3dfddb5371b0xb0 | _:n99681edd88a541c296565c76ad6b05c7xb0
0703500830,2,070-3500830,_:node1ife8icrbx27017570 | _:node1ife8icrbx27018192
0703861673,2,070 3861673,_:n16e498918a7d46e0b17fb8ddf3da0666xb0 | _:nc605dbdd5ff64092855f8b3ae2e133f5xb0
0703903617,2,070 3903617 | 070-3903617,_:ncec607598cf94607b6ead3cf4cc53a8axb0 | _:node1ife8icrbx27018120
0713617884,2,071 3617884,_:nee4ffbd7b4564f178529a28098f2c857xb0 | _:n72ecb5895e544ae2b0a04d58157112a5xb0
0715616242,2,071  5616242,_:n4553df18f4e543cd83494b4c19b5bc44xb0 | _:n40d9c683bc5e4b06a6e2b314c16d4c1exb0
0721387541,2,0721 387 541,_:n0a231ba415ba4b98adfbd17b67dabe45xb0 | _:nb0d40ea547e342bda6aeca7cd7a06449xb0
07222760,2,0722 2760,_:nc89915de27704dc08d08a62a542d0d5bxb0 | _:na57db8a2634c4fe28e371d49ed8dbf98xb0
0725489789,2,072 5489789,_:na89af6ee7736445fbcf8c529b92af6eexb0 | _:n9b8e969593194b559c037ac61503d845xb0
0734217140,2,0734 217140  | 0734 217140,_:nf3c5e57c837043e4b7706d5679717564xb0 | _:n4e59a468b550423e82edeb6de26b07e9xb0
0740317794,2,(07) 4031 7794,_:n5c548ba7fd014a278c036b7d7a6715ebxb0 | _:n7a6b2e7c907147f586cd01cb8594f73dxb0
0755884000,2,(07) 5588 4000,_:n551b50e92c0144808d6f2847e319a188xb0 | _:node1ifdua93mx2316774
0756810000,2,075 681 0000,_:n0ab81ece74244505a62525fccc3326d1xb0 | _:n9023e79d70144dadaf3a43468d301184xb0
075828350,2,07582 -8350,_:n067fdcb3da534002b632b10603830498xb0 | _:n455870ed92334c8a86b398515a956151xb0
0761727466,2,0761-72-7466,_:node1iffo3m89x5052830 | _:node1iffkp78cx12524577
0768537758,2,0768537758,<https://ville-data.com/musee/Puimoisson-4-04157#Atelier-Musee-Lallier-0> | <https://ville-data.com/musee/Riez-4-04166#Atelier-Musee-Lallier-2>
0782679273,2,0782679273,<https://ville-data.com/musee/Puimoisson-4-04157#Musee-de-la-Lavande-3> | <https://ville-data.com/musee/Riez-4-04166#Musee-de-la-Lavande-1>
08022352828,2,080 2235 2828,_:node1iffa4t37x14559658 | _:node1iffm97f9x12289042
08118191601,2,081 18191601,_:n558da356115646a1b1d3e3c84f9a999dxb0 | _:n4fe7c741f8d240d8b81a49c369c1b0fcxb0
08119565703,2,081 19565703,_:n309557f2cfc840b79934b9a172f6209fxb0 | _:n5d559c5a71064b5d8d0b6eb0d2a91ee0xb0
081203175,2,081203175,_:n40d4d86c4f264d9495a61efddc222738xb0 | _:n26c33d79bb6b488f8632e61cef2a1cd2xb0
081426543,2,081426543 ,_:n5db46e52e4524638b6ff27c7891d6377xb0 | _:n6271239f198845f482b3b7c3985d4217xb0
0815518470,2,081 5518470,_:nff877bb42ac944e9975de21761821410xb0 | _:ne9403bdd876f4e4a9f81ce16c8bbec6dxb0
0815571365,2,081 5571365,_:n5bec21345e924772af4c4616a709aa0axb0 | _:n3b6029c282b74a65af52ee00afc9c996xb0
0817958605,2,081 7958605,_:n57e8801456a54b908947cf8e2c9086fexb0 | _:nd4fd95f51ea34c1ab81614c96bea6b8dxb0
08218100150,2,0821/81001-50,_:node1ife5c26sx27964754 | _:node1ifdq5n77x25939183
08231606260,2,08231/606260,_:node1ifdtq23ox42596287 | _:node1ifed7e8kx8337973
0832294253294252,2,0832.294253/294252,_:n2c98aa5b233f407591d47d1ff7622c49xb0 | _:n09ce6a37acc84a8abef4457d56076087xb0
08331924715,2,08331/924715 | 08331 - 924715,_:node1ife670cmx23391919 | _:node1ifdvb30dx1025425
08413051885,2,0841/3051885,_:node1ifdtq5u1x3560791 | _:node1ifgj79mmx14927592
08448563797,2,0844 856 3797 | 08448563797,_:node1ifd0kkm5x2264593 | <https://www.creativetourist.com/venue/national-science-and-media-museum/#venue>
0850409971,2,085 040 9971,_:na81c58b34ec84e8aaea6b1ac4b19ce92xb0 | _:nfbf212d7aec2442c9ab39774ea0543aaxb0
08638959308,2,08638/959308 | 08638/ 959308,_:node1ife5bsgdx1026776 | _:node1ifduaaijx1013807
089179080,2,089/17908-0,_:node1ife7vr6sx13580034 | _:node1ife3rggox3424727
0899271323,2,(08) 9927 1323,_:node1ifdvgcnlx7264068 | _:node1ifdvelnsx7134592
091198205464,2,0911 98 205 464,_:node1ife672m9x25967799 | _:node1ifdsq2hgx5958230
09127579788,2,09127/579788,_:node1ife5bqoex5972762 | _:node1ifdsuojex3471435
091328060,2,091 328060,_:n1df2fa54186a475881173169f5ab9f66xb0 | _:n9c3b1e9d425c44cb955e75242954dbadxb0
0916116807,2,0916116807,_:n456077036c93453ea53c27c8921c7a72xb0 | _:n42ca67160506428a8e0e0010fe51719cxb0
0917407633,2,091 7407633 ,_:n86fb7683efad4d7cb0b83d777bb5e4ccxb0 | _:n0085bb4c7f8b435086ad9407f36c103bxb0
0917657621,2,091.7657621 ,_:nc695db43f5214586b0940c906717c4abxb0 | _:nedbe3d3582ac46acbcecf3c9336401acxb0
0922180514,2,09221/805-14,_:node1ife77b80x16085672 | _:node1ifdq5k8gx20785399
0931355170,2,0931/35517-0,_:node1ifgbvcbix4453941 | _:node1ifdq5sh3x10729565
09441682070,2,09441/68207-0,_:node1ife30p2hx1008280 | _:node1ifdsq01cx8465485
0951519390,2,0951/51939-0,_:node1ifdmh3anx18330627 | _:node1ifdvb4akx11102846
0951871816,2,0951/87 1816,_:node1ifdmte4qx20909200 | _:node1ifdvmh42x1045482
095618790,2,09561/8790,_:node1ifdn1j4hx58149650 | _:node1ifdmt7k8x23239465
0967392210,2,09673/9221-0,_:node1ifehbd9vx3486579 | _:node1ifdvb4akx13477737
0970870418820,2,09708/704188-20,_:node1ifdssft1x5921524 | _:node1ifd6t9ebx15602222
09819538390,2,0981/953839-0,_:node1ifdq5q41x11046074 | _:node1ifdvb79ax6104624
0994140032150,2,09941/40032150,_:node1ifdmte4qx20772821 | _:node1ifdvi584x3624776
12129828420,2,1 212 982 8420,_:node1iffcqj60x2476319 | _:node1ifef1fl1x38533000
1300134081,2,1300 134 081,_:n595899df2ec34081b7f8977d6962ffeaxb0 | _:node1ifduaaijx5101954
13038324092,2,1 303 832 4092,_:node1ifec7p6kx9756874 | _:node1ifec3t51x13348198
13053735437,2,1 305 373 5437,_:node1ife670cmx7644873 | _:node1ifencamgx1067881
13053751621,2,+1 305-375-1621,_:node1ifeva07px22413999 | _:node1ife3r63lx5736099
13104407300,2,+1 310-440-7300,_:node1iff9tjgjx7421915 | _:node1iffaao4bx11021233
16123417555,2,1 612 341 7555,_:node1ife7vpunx30087794 | _:node1ife5bsgdx20841104
18002337777,2,1800 233 7777,_:node1ife7qssix26484113 | _:node1ifec3t51x17104777
18082443326,2,+1 808 244 3326,_:node1ifevbu37x17089880 | _:node1ifd0kpegx20795739
2087874300,2,(208) 787-4300,_:nab9f4cf6aa344d2fa48bf80c4166b441xb0 | _:n443ac7e49ae043c78cbd739f00f00673xb0
2127695100,2,(212) 769-5100,_:n8d9b97df0c5043e9873bda0e14f2a5e2xb0 | _:node1iffivf7ix4743407
2299345282,2,229 934 52 82 | 229 934 5282,<https://sic.gob.mx/ficha.php?table=museo&table_id=1116> | <https://sic.gob.mx/ficha.php?table=museo&table_id=679>
249130375,2,249130375,_:node1ife5c908x18987292 | _:node1ifehbmvsx20067084
2514324722,2,(251) 432-4722,_:nc1ec7c23f0874add9fea415c0b1c3396xb0 | _:n7ab9b2d2fe2146829b413004ea4b2c3fxb0
2975847090,2,+297-584-7090,_:n6d3eee657f7642f3960a45295bdb8312xb0 | _:nfef762d5f4754a16a3c55947caffdaa4xb0
2975885199,2,+297-588-5199,_:nf273fab992e3407885bb097eb84624d1xb0 | _:n3b4e593de06448b999687b52987df28dxb0
310355393939,2,+31(0)35 539 39 39,_:node1ife8icrbx27016709 | _:node1ifenca12x17043096
310493322930,2,+31(0)493 322 930,_:node1ife8icrbx27016723 | _:node1ifenca12x17043110
310575474317,2,+31(0)575 474 317,_:node1ife8icrbx27016703 | _:node1ifenca12x17043090
31703023456,2,+31 70 302 3456 | +31 70 3023456,_:node1ifd0ri8fx17699468 | _:node1ife0csqvx3434236
31704277730,2,+31 70 427 7730,_:node1ifec7iq7x10017818 | _:node1ifd0kd5hx32907147
3177766000,2,(317) 776-6000,_:node1ifdmt7k8x36962804 | _:n343f72cfa51e4950b8636e4c70c5e42dxb0
3187419264,2,(318) 741-9264,_:n746034661d64403da9d1e3e8cef942b4xb0 | _:n7de4b73ca3e341ff881a404511c5960dxb0
32003281611073,2,+32 (0)03281611073,_:node1ifekm4ugx8355493 | _:node1ifelqf22x1021198
32019324930,2,+32 (0)1 932 49 30,_:node1ifdfphh0x6005168 | _:node1ifdvmh42x10863444
32022794383,2,+32 (0)2 279 43 83,_:node1iffedhimx13410773 | _:node1ifdbnh6jx8423798
32023572860,2,+32 (0)2 357 28 60,_:node1ifd4ptf1x28509046 | _:node1iffm9ap3x1039562
32025083211,2,+32 (0)2 508 32 11,_:n6863db8528a94e78b6a861897457139axb0 | _:nda28f512d98a44578cffd5158efb3022xb0
32027377811,2,+32 (0)2 737 78 11,_:node1ifd45j53x28636986 | _:node1ifdfu8s6x1043240
32042223295,2,+32 (0)4 222 32 95,_:node1ifdvcpbmx13237337 | _:node1ifd4r62bx10661383
32042385501,2,+32 (0)4 238 55 01,_:node1ifdvi584x18339044 | _:node1ifd6l9tmx20296430
32042869279,2,+32 (0)4 286 92 79,_:node1ife4g761x978239 | _:node1ife5c4iox13537111
32043874333,2,+32 (0)4 387 43 33,_:node1ifefavmvx23376920 | _:node1ifdcf2mux13564804
320493433092,2,+32 (0)493433092,_:node1ifduaedcx15451831 | _:node1iffedh9hx3541350
32056860466,2,+32 (0)5 686 04 66,_:node1iffllodgx1023629 | _:node1ifdllgvcx38371941
32063570315,2,+32 (0)6 357 03 15,_:node1ife0chh7x6062369 | _:node1ifdgf1p8x6052787
32067882280,2,+32 (0)6 788 22 80,_:node1ifd6tl28x20726019 | _:node1ife3r06vx5917841
32069224069,2,+32 (0)6 922 40 69,_:node1ifdq5sh3x23507705 | _:node1ifgj8gjux3561760
32069234285,2,+32 (0)6 923 42 85,_:node1ifdq5sh3x23507706 | _:node1ifd0kcn7x44791358
32069332343,2,+32 (0)6 933 23 43,_:node1ifenc4gqx1043710 | _:node1ifd6l9tmx20457560
32069354545,2,+32 (0)6 935 45 45,_:node1ifd2lvugx16466748 | _:node1ife30p2hx3303121
32071818313,2,+32 (0)7 181 83 13,_:node1ifflsiv4x1050954 | _:node1ifdsq2hgx15915872
32081745324,2,+32 (0)8 174 53 24,_:node1ifd7fkalx3561877 | _:node1ifdbjul8x10925537
32081840200,2,+32 (0)8 184 02 00,_:node1ifebbtbax36956673 | _:node1iffhed22x3661411
32084327060,2,+32 (0)8 432 70 60,_:node1ifdegna5x3471441 | _:node1ifelpqu5x3405279
32085211378,2,+32 (0)8 521 13 78,_:node1ife7707hx44970897 | _:node1ife4fukcx991464
32085314286,2,+32 (0)8 531 42 86,_:node1ifd4qmj1x10945608 | _:node1ifd6l59kx23074900
32085824400,2,+32 (0)8 582 44 00,_:node1ifdsq2hgx15815882 | _:node1ifflg8t6x1101516
32086210219,2,+32 (0)8 621 02 19,_:node1ifebqpjfx26959877 | _:node1ifdnm0pgx42075419
32087331695,2,+32 (0)8 733 16 95,_:node1ifgj8gjux3561783 | _:node1ifed7dhsx23872222
32087771838,2,+32 (0)8 777 18 38,_:node1ifd4r8bax28739806 | _:node1ifelq7k7x3639758
3212361534,2,(321) 236-1534,_:ne8dfd5450c37427d88222cc9e80e386fxb0 | _:n960f9440833645d09d29a186ebd39b62xb0
3223842424,2,3223842424,_:node1ife0csqvx8456056 | _:node1iffidhuax8706510
330490861618,2,+ 33 (0) 490 86 16 18,_:node1ifd2m99hx2030418 | _:node1ifd460htx7355680
33145621159,2,+33 1 45 62 11 59,_:node1iffkp78cx2544231 | _:node1ifdssft1x5985311
33156617000,2,+33 156617000 | +33 1 56 61 70 00,_:node1ifd0kntpx24736832 | _:node1ifd8tb9rx961939
33241053800,2,+33 2 41 05 38 00,_:ne3ab64dc29664401aa86dbb754074c19xb0 | _:n65286f55e41f46ef90a219d59ce5d864xb0
3336148487,2,33 3614 8487,<https://sic.gob.mx/ficha.php?table=museo&table_id=1083> | <https://sic.gob.mx/ficha.php?table=museo&table_id=1569>
33428400035,2,+33428400035,_:ne64a310cc5cc4ff89ecc9ab3214fad0dxb0 | _:n42c18b101d354644ad2fb0926acb4d04xb0
33466303655,2,+33466303655,_:nc86a70d7e2de45c5b6f0cd0e1476169bxb0 | _:n67c0fa81930c42a9b445c5ec8530474fxb0
33466456525,2,+33466456525,_:n118967a6277d48d9bf2448c837a2bc1bxb0 | _:n4375d0ae5331452c9e62ed6b95fde529xb0
33475043726,2,+33475043726,_:ncc2857b053eb40518a2e9ff0aca4a757xb0 | _:na75a8f98ba8d4785b796e658c1ad9c29xb0
33475495921,2,+33475495921,_:n1b23e7514ed743b08c517e7bca82596fxb0 | _:n7f041981d428412b9ff5357ba5142201xb0
33475508051,2,+33475508051,_:n57195f05874642779f6616b145c5be49xb0 | _:n89ffa102c07a4918a66fe017cdc89123xb0
33475510135,2,+33475510135,_:n560883122781455890c3df6dcbd3dee7xb0 | _:n1df979056f1d4822ac802f697f4da6fbxb0
33475537949,2,+33475537949,_:nea9eb304a0674da9a409252249abbb88xb0 | _:n4fb8b0a07bc5453ca8ce078b0214021axb0
33476347823,2,+33476347823,_:n7e485d9bd6944d31a36b251d04fae9f5xb0 | _:n3f6ecdfe21194022a62facceb8cd79a9xb0
33476348828,2,+33476348828,_:ndc4d8c2626464e95a7a1bf1a6d25ac60xb0 | _:nf091f474d1d1405297723b1727891b2fxb0
33491393333,2,+33 491393333,_:node1ifei8bs1x50247 | _:node1ifdq5sh3x16001317
33491904222,2,33 4 91 90 42 22,_:node1ife06fbbx55209 | _:node1ifduan22x13207968
3386620595,2,3386620595,_:nae4fca36ab04427fbcefd45e8dd3cb8cxb0 | _:n4241e444de1f49f78b55d23db0362dfbxb0
34902303131,2,(+34) 902 303 131 |  (+34) 902 303 131,_:node1ifencembx7482550 | _:n3fa474529e834f319bfdf5eb31359891xb0
34902760511,2,+34 902 76 05 11,_:node1ifgj76flx14490634 | _:node1ifebf7f9x11144924
34934841700,2,+34 934841700,_:node1ife5buqmx31013398 | _:node1ifduan22x11058336
34937972732,2,+34 937972732,_:node1ifencalmx16522885 | _:node1ifdt2f7fx12365406
34958180079,2,+34 958 18 00 79,_:n8023ea5e451340ef846247a1098cfe0fxb0 | _:nbf3659b29e57411294f18a88c35a1ff0xb0
34958575757,2,+34 958 575 757,_:n91da563a10e64453916a4a8fbaedeecexb0 | _:n1baed4c586454fcaa183cbaa8b250c39xb0
3498687335,2,3498687335,_:nce36c3ea9a7d4200b2f92ef4055d85ecxb0 | _:n96f80dfbc622435ca95613e4983b1045xb0
351223403000058,2,+351 223403000/058,_:node1iff53ok5x2447459 | _:node1ifdllgvcx13325419
351272337394,2,(+351) 272 337 394,_:node1ifencembx5036370 | _:node1ifeepsd0x3742779
353xxxxxxxxx,2,353 XXXXXXXXX,_:node1ifdnmbo0x27932247 | _:node1ifdq5od6x11254788
35929590939,2,+359 2 959 0939,_:node1ifelq318x2542173 | _:node1ifevbu37x35294086
35929884922,2,+359 2 988 4922,_:node1iff6qi48x33967091 | _:node1ife4k0dvx56550996
35932633106,2,+359 32 633 106,_:node1ife3r8gux47436158 | _:node1ifeu97v0x30260443
3612500288,2,+36 1 2500288,_:node1ifdse5s8x47846 | _:node1ifdn1klpx2528037
37031351024,2,+370 313 51024,_:node1ifdgf1p8x1212884 | _:node1ifedbsuhx3788281
37034557451,2,+370 (345) 5 74 51,_:node1iffqq80ox16280249 | _:node1ifehbqm4x28866070
37037207477,2,+370 37 207 477,_:node1iffviebvx6291882 | _:node1ifdse5s8x3531865
37037222371,2,+370 37 222 371,_:node1ife670cmx23570484 | _:node1ifdmtdo5x18464159
37037222853,2,+370 37 222853,_:node1iferln98x1261503 | _:node1ifdrt85bx6199040
37037373606,2,+370 37 373 606 ,_:node1ifed8ac0x3825130 | _:node1ife5bsgdx8622903
37037730474,2,+370 37 730474,_:node1ife674tkx23905921 | _:node1ife5c3vgx11300422
37052314437,2,+370 (5) 231 44 37,_:node1iff0qo73x6150456 | _:node1ifenc83gx11013847
37052617453,2,+370 5261 7453,_:node1iffukeudx6187572 | _:node1ifdvb10ix3647265
37052791644,2,+370 (5) 279 16 44,_:node1ife3r8gux28486390 | _:node1ifdsq30fx3630038
37052796346,2,+370  5  279 63 46,_:node1iffv10oix3918387 | _:node1ife4k0dvx13461566
37060565967,2,+370 605 65 967,_:node1ifeepjiox40065972 | _:node1ifduafncx8891363
37061162789,2,+370 611 62 789,_:node1ifepn82nx3834701 | _:node1ifdvcpbmx3684921
37062053365,2,+370 620 53365,_:node1iffsrcinx3731024 | _:node1ife7r1l3x3768261
37067097832,2,+37067097832,_:node1ifernimlx1292856 | _:node1ife5d7pux13789624
37067280767,2,+370 672 807 67,_:node1ifekjgkrx31270266 | _:node1ifdmhr87x18295452
37068227122,2,+37068227122,_:node1ifedcd5ex3824904 | _:node1ifdq5j97x10838474
37068534244,2,+37068534244,_:node1ifernjb9x29515828 | _:node1ifeamff3x21843837
37070664094,2,+370 706 64094,_:node1ifehbi36x21993796 | _:node1ifepn8k5x1337660
381113287242,2,381 11 328 7242,_:node1ifdtq575x9794824 | _:node1iff0ab33x15937541
381113343441,2,381 11 334 3441,_:node1ifedknf2x22419843 | _:node1ifd4pumhx18316592
38113342666,2,381 13 342 666,_:node1ifd0kntpx31815908 | _:node1iffhehenx1018546
38132222169,2,381 32 222 169,_:node1iff0qu5cx14915542 | _:node1ifec16hrx15781364
38514844050,2,+385 1 4844050,_:node1iff48mv8x5941079 | _:node1ifekl083x5918204
38520323172,2,385 20 323 172,_:node1ifdvejvjx57389 | _:node1ifd0kp0tx41050869
38520323242,2,+385 20 323 242 | (+385-20) 32 32 42,_:node1ife5casqx15070516 | _:n63b5e22835054b70aeb56bd0850f21fcxb0
3852325051638523250542,2,385 23 250 516; 385 23 250 542,_:node1iff0ab33x14665828 | _:node1ifei7b0bx6165064
38549587888,2,385 49 587 888,_:node1ifedknf2x29796344 | _:node1ife30p2hx49397006
386028450914,2,+386 (0)2 845 09 14,_:n5d8260d9077e47adb2e914dc198d999dxb0 | _:na9dd86104dc5497b804e32304ac2a36bxb0
38617291003,2,+386 1 729 10 03,_:node1ife5c49ax15947473 | _:node1iffm9ggox53969
38617506670,2,+386 1 750 66 70,_:node1ifernjrsx3609236 | _:node1ifd6t5j6x30863039
38617881006,2,+386 1 788 10 06,_:node1ifebbp8ax56130 | _:node1iff0qu5cx20835397
38618317647,2,+386 1 8317 647,_:node1ifdq5j97x22030601 | _:node1iff66lscx20009427
38618350376,2,+386 1 835 03 76,_:node1ifed7dhsx28140660 | _:node1ifdua6lnx5959942
38618950303,2,+386 1 895 03 03,_:node1ifdvmbv0x7718148 | _:node1ifebbtbax15856254
38624495006,2,+386 2 449 50 06,_:node1ifd0kbnlx8727842 | _:node1ifekv9gpx5886383
38627480360,2,+386 2 748 03 60,_:node1ifd1g577x5232097 | _:node1iff0qr8kx21347921
3862882213138628841283,2,"+386 2 882 21 31, +386 2 884 12 83",_:node1ife8p77mx13360739 | _:node1ifdtq23ox15909390
38634265156,2,+386 3 42 65 156,_:node1iff1ng3kx8391719 | _:node1ifeeqkcax31856
38634286410,2,+386 3 428 64 10,_:node1iff0qm4ux11177889 | _:node1iffidhplx58015
38638984420,2,+386 3 898 44 20,_:node1ifdtq23ox4937218 | _:node1ifeetri3x23435648
38642013983,2,+386 4 201 39 83,_:node1ifd2lvugx14881201 | _:node1iff6gjh0x2468506
38645147356,2,+386 4 514 73 56,_:node1iff53ok5x12257343 | _:node1ifdbc0m0x1050349
38645320520,2,+386 4 532 05 20,_:node1iff9ihi2x1056279 | _:node1ifedknf2x24504967
38645832061,2,+386 4 583 20 61,_:node1ifd0kiurx7517042 | _:node1ife6767sx31347256
38653359811,2,+386 5 335 98 11,_:node1ifd0ri8fx4975466 | _:node1ifdvbajkx12228896
38653726600,2,+386 5 37 26 600,_:node1ifdgo38gx49919 | _:node1iff9io9cx2466915
38656710040,2,+386 5 671 00 40,_:node1ifdvigi6x5892073 | _:node1ife4k0dvx37509487
38674988152,2,+386 7 49 88 152,_:node1ifd0kpegx35430749 | _:node1ifebbkobx19803872
38733239590,2,387 33 239 590,_:node1ifehbqm4x12563627 | _:node1ifekm4rlx1106215
3873531832038735318321,2,387 35 318 320; 387 35 318 321,_:node1ife1b6ikx5104579 | _:node1ifec7p6kx12427752
38753231220,2,387 53 231 220,_:node1ifeetri3x27870127 | _:node1iff1n039x33151127
38761707307,2,387 61 707 307,_:node1ifebqpjfx35975064 | _:node1ife7vpunx23484551
3891091865,2,389 109 1865,_:n6662e7e5bbd743de927fe4b23ced158cxb0 | _:n9f8f4439796d46f4a186edc102038331xb0
390102710250,2,+39 010 2710 250,_:nc3a9b8cd22054097b531e862bc729350xb0 | _:ne9a7549e87e74d048f669133948a8195xb0
390102723820,2,+39 010/2723820,_:n595982bdff6e48dba3f567ca2879f14cxb0 | _:n712f2e70bb9c432896424d054af6bd80xb0
390288445181,2,+39 0288445181,_:n6a38292c1d8d46ec8e38d28b4cc87a0axb0 | _:n77e32e862db7403eb5a54fd9222b7b4axb0
3902900122693902900121,2,+39 02 90012269 / +39 02 900121,_:n0fa8660ac4ac4abdab6b4ecb999f8ebdxb0 | _:n387ec4e9c25a44f091398c42a6b06ea1xb0
390415222247390415200345,2,"+39 041 5222247, +39 041 5200345",_:n912a59c2a7634ec8a746a506a9a87befxb0 | _:nbcd88b88406a44669cb8f959a89d8198xb0
390514209411,2,+39 051 4209411,_:nf0e458b0668544be83ba36c8620dc858xb0 | _:ne2ca70a7a0434a6aa529664d10911366xb0
390516496611,2,+39 0516496611,_:n2dbb68433b4841cdaf8b7a6a0e7a717dxb0 | _:n10c7137fbab74e8b808a713beb584c51xb0
39055486049,2,39 055 486 049 | +39 055 486049,_:node1ifdvbajkx13011858 | _:n437b458a4b814c51971db3d7945b70faxb0
39071202602,2,+39 071 202602,_:na55c48775a1e4b61a19e3f24ec34120fxb0 | _:ndffa179b36be44008ddafa5a104480ffxb0
3907319622,2,+39 0731 9622,_:n7cddb9cb9a3747e5be1b8f1838d3299fxb0 | _:n821520d44d1c4808b30ee14bb166c94bxb0
390733603399,2,+39 0733 603399,_:na8d151f90e7e468f81b576afbc01a686xb0 | _:nd3084aba23a544428f6d6059e620950axb0
3908119349740,2,+39 081 19349740,_:n0493622a95f1466a9252ca5015d478d7xb0 | _:n5876641df2674668be9060fb6d4ae0b6xb0
3908119737254,2,+39 08119737254,_:n7174465f711a40b8a92ba6a4da410564xb0 | _:n5d1d0a1f6e4f44af91acb7ab00423f2axb0
390812294502,2,+39 081 2294502  ,_:nc5f727045cda4a60b4d66dcf28841824xb0 | _:n477ad65341ef43fab39b2b17c98968cdxb0
390814976104390814238368,2,+39 081 4976104 / +39 081 4238368,_:n8a4f321adcd4405c959b0777b15c4d7dxb0 | _:n91c83b65e5d04a2c90fcb61b4d79e064xb0
390815638111,2,+39 081 5638111,_:n10272563a67641769faa24e527227fc8xb0 | _:nc6162cbda5904147b072b2b8cc58fd04xb0
39081669390390812294409,2,+39 081 669390 +39 081 2294409,_:nfc5666612ec14c169a23e135fcad0a6bxb0 | _:na001a829510b49e0961d6ea6a9f74beexb0
390874790207,2,+39 0874 790207,_:n2c8acf9068824a8f83724ef6d1057e1dxb0 | _:n94f1dc6e15da47908d30942c3289c756xb0
39091320532,2,+39 091 320532,_:nca052842a8a34358a066da4305496087xb0 | _:neb544bcf5f6d43ffa91d264f239a3abaxb0
390916164751,2,+39 091 6164751,_:n9a7db95f4ca54be7be9ffdf984180701xb0 | _:n36457947c17b49d3b1808f30e42836daxb0
3909162300110916230033,2,+39 0916230011 - 0916230033,_:n28978072449c4f6bae8da2a53a40e0acxb0 | _:n83f7cc111f814c7d9709b58a093b138axb0
