eidr_normalized,wdc_count,wikidata_count,pairs_count,is_problematic,sample_wdc_value
105240/0df8747f307d8ccd7a2fo,1,1,1,0,10.5240/0DF8-747F-307D-8CCD-7A2F-O
105240/0dcd66993673d813c635c,1,1,1,0,10.5240/0DCD-6699-3673-D813-C635-C
105240/0d8c50ef02a53cf9c31ek,1,1,1,0,10.5240/0D8C-50EF-02A5-3CF9-C31E-K
105240/0d1c4080336455b07c54o,1,1,1,0,10.5240/0D1C-4080-3364-55B0-7C54-O
105240/0cce1d94c94f81dc3baf7,1,1,1,0,10.5240/0CCE-1D94-C94F-81DC-3BAF-7
105240/0ccd110e440566fc557d9,1,1,1,0,10.5240/0CCD-110E-4405-66FC-557D-9
105240/0c24797747b1d2be7887r,1,1,1,0,10.5240/0C24-7977-47B1-D2BE-7887-R
105240/0c1a993867c6e887b135y,1,1,1,0,10.5240/0C1A-9938-67C6-E887-B135-Y
105240/0bfa9919c064ac3627c5z,1,1,1,0,10.5240/0BFA-9919-C064-AC36-27C5-Z
105240/0b99f01b51722074be5fm,1,1,1,0,10.5240/0B99-F01B-5172-2074-BE5F-M
105240/0b5630a510a32c4b25d6l,1,1,1,0,10.5240/0B56-30A5-10A3-2C4B-25D6-L
105240/0b3d72ec7b961fd31152t,1,1,1,0,10.5240/0B3D-72EC-7B96-1FD3-1152-T
105240/0b256c3107682ec115f0z,1,1,1,0,10.5240/0B25-6C31-0768-2EC1-15F0-Z
105240/0aa1a7505f1109b90c73m,1,1,1,0,10.5240/0AA1-A750-5F11-09B9-0C73-M
105240/0a90cfccdaab92f918ffa,1,1,1,0,10.5240/0A90-CFCC-DAAB-92F9-18FF-A
105240/0a8940172ed5d1990491h,1,1,1,0,10.5240/0A89-4017-2ED5-D199-0491-H
105240/0a44003400bd40b473f2h,1,1,1,0,10.5240/0A44-0034-00BD-40B4-73F2-H
105240/0a14a1433bcea284b008u,1,1,1,0,10.5240/0A14-A143-3BCE-A284-B008-U
105240/0a11d579a7b9c033140b9,1,1,1,0,10.5240/0A11-D579-A7B9-C033-140B-9
105240/0a11c6317b36540a83bds,1,1,1,0,10.5240/0A11-C631-7B36-540A-83BD-S
105240/09fb94bb8a95859410d1n,1,1,1,0,10.5240/09FB-94BB-8A95-8594-10D1-N
105240/09f7a4a7336cecada19c4,1,1,1,0,10.5240/09F7-A4A7-336C-ECAD-A19C-4
105240/0934a312d77013e475310,1,1,1,0,10.5240/0934-A312-D770-13E4-7531-0
105240/090b9713e5e8ab641321j,1,1,1,0,10.5240/090B-9713-E5E8-AB64-1321-J
105240/08c7d182ad6d520b8c76s,1,1,1,0,10.5240/08C7-D182-AD6D-520B-8C76-S
105240/0894a556f93adce33a428,1,1,1,0,10.5240/0894-A556-F93A-DCE3-3A42-8
105240/087872b78a4681a8267e1,1,1,1,0,10.5240/0878-72B7-8A46-81A8-267E-1
105240/080b9c1f714202fa756fw,1,1,1,0,10.5240/080B-9C1F-7142-02FA-756F-W
105240/07e28f1d264926862d6d1,1,1,1,0,10.5240/07E2-8F1D-2649-2686-2D6D-1
105240/07d065b57dcb1182f62ed,1,1,1,0,10.5240/07D0-65B5-7DCB-1182-F62E-D
105240/079b7f167d46f20366b58,1,1,1,0,10.5240/079B-7F16-7D46-F203-66B5-8
105240/078c28bd3f86fd05ad15i,1,1,1,0,10.5240/078C-28BD-3F86-FD05-AD15-I
105240/077abad57849dce8368a9,1,1,1,0,10.5240/077A-BAD5-7849-DCE8-368A-9
105240/072815bc470683cb7d55w,1,1,1,0,10.5240/0728-15BC-4706-83CB-7D55-W
105240/06d2f5ebf66d02b60a0el,1,1,1,0,10.5240/06D2-F5EB-F66D-02B6-0A0E-L
105240/06253ad35f107c31c356a,1,1,1,0,10.5240/0625-3AD3-5F10-7C31-C356-A
105240/0607f0c49c516ee96d6dx,1,1,1,0,10.5240/0607-F0C4-9C51-6EE9-6D6D-X
105240/05f31965137eb9460e61h,1,1,1,0,10.5240/05F3-1965-137E-B946-0E61-H
105240/05f0758a942d76336f30p,1,1,1,0,10.5240/05F0-758A-942D-7633-6F30-P
105240/05cc4233bd3169a641130,1,1,1,0,10.5240/05CC-4233-BD31-69A6-4113-0
105240/05aee6b82da7408d20b0h,1,1,1,0,10.5240/05AE-E6B8-2DA7-408D-20B0-H
105240/056d26e747aaf6f13bcal,1,1,1,0,10.5240/056D-26E7-47AA-F6F1-3BCA-L
105240/0560ed1cf097801a0d31t,1,1,1,0,10.5240/0560-ED1C-F097-801A-0D31-T
105240/0559cf7d40f2e4685274u,1,1,1,0,10.5240/0559-CF7D-40F2-E468-5274-U
105240/0553ae1d9750d9c76806i,1,1,1,0,10.5240/0553-AE1D-9750-D9C7-6806-I
105240/0539758c6a7476bb1ca6b,1,1,1,0,10.5240/0539-758C-6A74-76BB-1CA6-B
105240/05360a849b7831230545e,1,1,1,0,10.5240/0536-0A84-9B78-3123-0545-E
105240/04c89210b8b400ea4d8ck,1,1,1,0,10.5240/04C8-9210-B8B4-00EA-4D8C-K
105240/045e27a8123f27e7d604j,1,1,1,0,10.5240/045E-27A8-123F-27E7-D604-J
105240/0452b22d9804565b87605,1,1,1,0,10.5240/0452-B22D-9804-565B-8760-5
105240/03e7ad560f602392a1ffk,1,1,1,0,10.5240/03E7-AD56-0F60-2392-A1FF-K
105240/03de9ba4a5804b679d87o,1,1,1,0,10.5240/03DE-9BA4-A580-4B67-9D87-O
105240/03dae0caa2cd1e6b1bdej,1,1,1,0,10.5240/03DA-E0CA-A2CD-1E6B-1BDE-J
105240/03b2d192ee52c065bc9an,1,1,1,0,10.5240/03B2-D192-EE52-C065-BC9A-N
105240/02ebf3d9dbed9a1f957bb,1,1,1,0,10.5240/02EB-F3D9-DBED-9A1F-957B-B
105240/02ac6d5ab88828bfeff1r,1,1,1,0,10.5240/02AC-6D5A-B888-28BF-EFF1-R
105240/0281362511ff1283582ao,1,1,1,0,10.5240/0281-3625-11FF-1283-582A-O
105240/026c598b11de3c43593ed,1,1,1,0,10.5240/026C-598B-11DE-3C43-593E-D
105240/01dc99553c8cf3e6d8b4g,1,1,1,0,10.5240/01DC-9955-3C8C-F3E6-D8B4-G
105240/01d44ae475e7f8dfc6bf8,1,1,1,0,10.5240/01D4-4AE4-75E7-F8DF-C6BF-8
105240/01ca54853a9a3043f480b,1,1,1,0,10.5240/01CA-5485-3A9A-3043-F480-B
105240/0194ee830fe2ef84c576l,1,1,1,0,10.5240/0194-EE83-0FE2-EF84-C576-L
105240/0157cd86d18a34342849e,1,1,1,0,10.5240/0157-CD86-D18A-3434-2849-E
105240/00fb980d1b8c72e825ce7,1,1,1,0,10.5240/00FB-980D-1B8C-72E8-25CE-7
105240/00a7792fd5ea47cf4073u,1,1,1,0,10.5240/00A7-792F-D5EA-47CF-4073-U
105240/008bb736b5022b6ea352l,1,1,1,0,10.5240/008B-B736-B502-2B6E-A352-L
105240/00513fa6008e516d7bfcs,1,1,1,0,10.5240/0051-3FA6-008E-516D-7BFC-S
105240/0035d9b14fb9cec3b2079,1,1,1,0,10.5240/0035-D9B1-4FB9-CEC3-B207-9
105240/003461a0eb84a87661fcb,1,1,1,0,10.5240/0034-61A0-EB84-A876-61FC-B
