phone_normalized,wdc_subject_count,sample_values,sample_subjects
+4402072473666,149,+44 (0) 20 7247 3666,_:n02587f0e176f4ea1a78eebb35b6357d6xb0 | _:na78de55bacd1484ba057789754793926xb0 | _:n7e213b7be9584824af991935edc668bbxb0 | _:n8e140738e0774eaea5e9ad33a20f55d0xb0 | _:nb0a395a98e0b4588bddcd01739462ff3xb0
1911202400973,148,1-911-2024-00973,_:n99d5285cf00f45cd9e55e1d253e5755exb0 | _:n7cb095aae4344baf95e8d9e583ef5ffbxb0 | _:n6bf8636a23834b4e877eb1eac4826f0axb0 | _:n130e2b199122495a899252584f0e76bbxb0 | _:n9facb5ac2fda4924812d585f71faa3ebxb0
2044873300,146,204-487-3300,_:n88b77444d8324b35b19b40e6ab2fb8a1xb0 | _:na6b30f3f4c084eb3b1611fdd33d71028xb0 | _:nbbc166feedf0413fbfa0a0208b207762xb0 | _:n47615d6b2c2d486caf923c203df0b0f9xb0 | _:n22c1001e7b2a4838829b858d91d0a6ecxb0
+41223003377,143,+41 22 300 33 77,<https://genevadiplomacy.ch/2016/04/25/> | <https://genevadiplomacy.ch/2016/11/01/> | <https://genevadiplomacy.ch/2016/11/29/> | <https://genevadiplomacy.ch/2016/11/> | <https://genevadiplomacy.ch/2017/01/22/>
2026877435,143,Phone: 202-687-7435,_:node1ifdvb30dx7788951 | _:node1ifdqcedbx3036159 | _:node1ifdq5od6x3018156 | _:node1ifdmt6tbx12834574 | _:node1ifdq82pux2990862
2026877424,142,\n      Phone number\n      P.\n      202-687-7424\n    ,_:node1iffm9b16x8532971 | _:node1iffm9b16x8532974 | _:node1ifflfd0nx1211937 | _:node1ifflfd0nx1211940 | _:node1iff9o86tx20929358
04027232100,139,"040 - 27232100,",_:node1iff6qdnix14776912 | _:node1iff48hvex26686727 | _:node1iff0r15cx39004940 | _:node1iffc3561x7068224 | _:node1iff46skdx19585409
27232300,139,27232300 ,_:node1iff6qdnix14776912 | _:node1iff48hvex26686727 | _:node1iff0r15cx39004940 | _:node1iffc3561x7068224 | _:node1iff46skdx19585409
27232301,139,27232301 ,_:node1iff6qdnix14776912 | _:node1iff48hvex26686727 | _:node1iff0r15cx39004940 | _:node1iffc3561x7068224 | _:node1iff46skdx19585409
2026876618,137,Phone: 202-687-6618,_:node1ifed72kdx45346617 | _:node1ifed7dhsx30098472 | _:node1ifenccslx5269902 | _:node1ifencalmx5608938 | _:node1ifeeptdax22648892
55580000,137,55580000,_:node1ifenc83gx6886998 | _:node1ifenc694x7144293 | _:node1ifdtq0oox6928896 | _:node1iff02iq7x1873886 | _:node1ifdq5v8gx1901332
576013537000601342028860134199003419900,137,"(57) 601-3537000, 601-3420288 y 601-3419900 y 3419900",_:ncf62e7adc2fe4426a02803b68e236936xb0 | _:n6dcb612c8f83474e8e8a9e098da235f7xb0 | _:n01fe022a63d94d9aa81d7559e30bb076xb0 | _:n900a592fb9d54d2a9de2c41a774b0ad9xb0 | _:nadbeb695cce340dbb94b7bd7e21e00e5xb0
8605153800,131,(860) 515-3800,_:n9962fd62a7834a0dafc548488d38a6f5xb0 | _:nbf428b54a85c4a55a3fd083b711cac68xb0 | _:nb8b872e3227d40b6a1678703e3acd4bcxb0 | _:n9dae084a2f1147898c511fd0e8dd612cxb0 | _:n8a5ab35aaff1483fb95df0afe691b5d8xb0
8602972000,130,860-297-2000 | (860) 297-2000,_:n13867294571a4528afdccfa01af85734xb0 | _:n269f0c2044f048f78775f27600547bfbxb0 | _:ne0bc1b5316b446b2a28a186201b19171xb0 | _:nd49c852512db49e3ae48d15c0a20c5cfxb0 | _:n1554b9e867044ed9955fde2a9ebb4051xb0
2158985000,128,(215) 898-5000,_:node1iffv152lx1931755 | _:node1ifenc6dqx21306523 | _:node1ifepnf9qx23844162 | _:node1ifekjgkrx29212891 | _:node1ifevg2alx11431394
2023195414,125,202-319-5414,_:na838dabf93b24a47b17764f4e7c50172xb0 | _:na5317c94ede14af894616b80660b5a6exb0 | _:nd104281191314fd2aff539e61aea046bxb0 | _:n150be5cdf5f247b68f617492c0947f1cxb0 | _:nf187b15d0f7a492fa1391703fef48343xb0
918007000755,125,918007000755,_:nf05e0fa112fe431d886d0110bffa2b21xb0 | _:n59f8a745135a4b1494181dda3d57644fxb0 | _:n15291f6923e64b09bc9e6b4cd6adb4b0xb0 | _:n71cdc231dbb8486a96e07ba1fdeadbf1xb0 | _:ne3b6217b8e464e76bcb0041e5be52527xb0
918007478659,125,918007478659,_:nf05e0fa112fe431d886d0110bffa2b21xb0 | _:n59f8a745135a4b1494181dda3d57644fxb0 | _:n15291f6923e64b09bc9e6b4cd6adb4b0xb0 | _:n71cdc231dbb8486a96e07ba1fdeadbf1xb0 | _:ne3b6217b8e464e76bcb0041e5be52527xb0
918407979167,125,918407979167,_:nf05e0fa112fe431d886d0110bffa2b21xb0 | _:n59f8a745135a4b1494181dda3d57644fxb0 | _:n15291f6923e64b09bc9e6b4cd6adb4b0xb0 | _:n71cdc231dbb8486a96e07ba1fdeadbf1xb0 | _:ne3b6217b8e464e76bcb0041e5be52527xb0
2026875743,124,\n      Phone number\n      P.\n      202-687-5743\n    ,_:node1ifflgumrx2702193 | _:node1ifflgumrx2702196 | _:node1ifflmpmix204058 | _:node1ifflmpmix204061 | _:node1iffnnrvgx226865
2026877464,122,\n      Phone number\n      P.\n      202-687-7464\n    ,_:node1ifd4r5rpx5293593 | _:node1ifd4r5rpx5293596 | _:node1ifd0q3gqx5218938 | _:node1ifd0q3gqx5218941 | _:node1ifd32opkx352047
+18885535333,121,+1-888-553-5333,_:n0e662234a75047f19b29aa6c951b4f8axb0 | _:n1443897e07934332a454ed62e4a59ee9xb0 | _:n0ffd0c7df1264e69984f4d6195357282xb0 | _:n088e06df8a8a48868c86d9f0a83102a2xb0 | _:n13aeb27689194bf9808fb9d4795b4b4cxb0
+18005972687,120,+1 (800) 597-2687,_:nca58a0085fd8493bbc5a1a2e611d1f4fxb0 | _:ne7c9ff527a6c4a00bf8cc1ce0059e920xb0 | _:n7e9f62ae2f914cd6aec1f9d7f51cd7a7xb0 | _:n961b9b80b84f41178284fdfd3543b4dcxb0 | _:n33557f8795bd439188cf08d7e78ea1aaxb0
2023195256,119,202-319-5256,_:n3e54ef96d9c54c4f8274e5e31f7da3a8xb0 | _:n6ebbba74e7ca4b66b5b82b1baba724b1xb0 | _:n57babc7cc3a64549a46a69388273af5dxb0 | _:n702ef4e21fbd476e8f1a1db32c1c67ffxb0 | _:n8d4a884565134537b77c9ba87bda3d8dxb0
+14166392099,111,+1-416-639-2099,_:nc69ac4cf6de34ada90938edc1b72778dxb0 | _:n49580a14f5204f648e5c555d1b70a5dexb0 | _:nb4b18f908f914ae3b35a47c18f17e26axb0 | _:n441f25c4fa034d10b8f1e79c71fd4becxb0 | _:n4f5d81b8f5a04e2a91dbff78c71b0f2cxb0
1877,110,1-877-YTC-EDUC,_:node1ifdq5k8gx29708745 | _:node1ifdvbajkx12172347 | _:node1ifdmhr87x36174817 | _:node1ifdtq8ghx19476513 | _:node1ifdmh2e1x39766966
0327181000,109,032 718 10 00,<https://droitne.ch/droitne/auteurs/1/unine> | <https://droitne.ch/droitne/auteurs/137/unine> | <https://droitne.ch/droitne/auteurs/150/unine> | <https://droitne.ch/droitne/auteurs/160/unine> | <https://droitne.ch/droitne/auteurs/180/unine>
0327181222,109,032 718 12 22,<https://droitne.ch/droitne/auteurs/1/facdroit> | <https://droitne.ch/droitne/auteurs/137/facdroit> | <https://droitne.ch/droitne/auteurs/150/facdroit> | <https://droitne.ch/droitne/auteurs/160/facdroit> | <https://droitne.ch/droitne/auteurs/180/facdroit>
+17166733111,108,+1-716-673-3111,<https://www.fredonia.edu/#/schema/Organization/1> | _:n75711bb996e94262b333c7d785c1879bxb5 | _:n24a453b7a059484d80e6803af0f96fddxb5 | _:na1cbca1d56d64016aa68d349312d0ddaxb5 | _:n2d19795b42734ec6ab8fe78c75f6be5cxb5
+972864616089,108,+972 8 646 1608/9,_:n6c0d9b7a7a31472ba7a9fdd7dcc6129bxb1 | _:nfaa0039d37264b06add488cfd12e3343xb1 | _:ne5f91b1af1e14c0994a662386f9711f2xb1 | _:nc2e33f66e868441bb638ea31dc40ac5exb1 | _:n97d644bc595e4de88523309097e62ae7xb1
2026875974,106,\n      Phone number\n      P.\n      202-687-5974\n    ,_:node1iff0qq3ox3149122 | _:node1iff0qq3ox3149125 | _:node1iff0qm93x12763157 | _:node1iff0qm93x12763160 | _:node1ifernl21x12880683
2026871618,104,\n      Phone number\n      P.\n      202-687-1618\n    ,_:node1iffcqmbhx13036456 | _:node1iffcqmbhx13036459 | _:node1iff9ir6hx27319644 | _:node1iff9ir6hx27319647 | _:node1iffm97c3x5181631
2026876400,101,Phone: 202-687-6400,_:node1ifg4s8m7x15976230 | _:node1ifgbkk7lx4177951 | _:node1ifg649v0x6007815 | _:node1ifgckrr6x2635259 | _:node1ifg5tdqfx3699098
2026876051,100,\n      Phone number\n      P.\n      202-687-6051\n    ,_:node1iffc1tgjx5527623 | _:node1iffc1tgjx5527626 | _:node1iffju47vx3118968 | _:node1iffju47vx3118971 | _:node1ifencfsix53578155
+912027420261+9102027421549,98, +91 20 27420261 / +91 020 27421549,_:n8ce0d5f8ec7c4587a34a5b161fe464f6xb0 | _:n3e152c896a2a4021ad57c9b05663efb4xb0 | _:n13c539af83cc4df2bee87d39a3350c8cxb0 | _:neee7eef3a0cc4b00b91dfb2d4180d46dxb0 | _:n070f722be232417992c0451004378463xb0
2026874020,98,Phone: 202-687-4020,_:node1iff0r11px12942367 | _:node1iff0qu0px7656869 | _:node1iff0qo48x14711203 | _:node1ifevbu37x14849201 | _:node1iff11pknx5324196
02228791111,97,02228791111,_:nec6a7bf06ce84532936d2b8faa799c4fxb0 | _:nd57e1b00a4ae494681bc53717be511ebxb0 | _:n48f02dde1e4642df8d8229d2ba2ca1f0xb0 | _:n0d89a41b02d94ef39636a7899b3e3396xb0 | _:nff10c69cb10e43ed9569089e4d7346ffxb0
2026875601,97,Phone: 202-687-5601,_:node1ife4jqnfx37561643 | _:node1ifedbsupx13370158 | _:node1ife8pibix18844435 | _:node1ifeh837px3019105 | _:node1ife3r8gux37560250
2026873493,96,Phone: 202-687-3493,_:node1ife8pbh2x25008089 | _:node1iffnqiqmx7842847 | _:node1ifflgo50x12760894 | _:node1iffm97t4x12743194 | _:node1iffukc66x2809757
0924813354,95,092-481-3354,_:nb2c50f35608840a0963a1a96bf586a74xb0 | _:n281fbf43087049ac856869bd3bdb53cexb0 | _:na8ad597f5bd74e7d908aa596c0140e0dxb0 | _:n3edf0fd54fb14568b0d7f0f4facaec40xb0 | _:naa4b2ea937134c8c80abbe923c64a0a1xb0
8068743571,92,806-8743571,_:naf2abeceae54447c9d8125bf484af60dxb0 | _:n674f614545244aac8bfed698a2e6f1ecxb0 | _:n3733d169456940279f48b6e5a51ea62cxb0 | _:n513e7985cf1f49efa9fea14eb33162b1xb0 | _:n44ceff0d35ab4832b16e9c59219c69bfxb0
3053482000,91,(305) 348-2000,_:n830c353553e64727b40f0e7f5f6b4e29xb0 | _:nda0206396f6942bf98f5d9623ef7bc6axb0 | _:n50dc49546eab49829f5c5e00fa19afaexb0 | _:n29256086ad7d47e3ada241eaeec2ee04xb0 | _:n4b16300f12934cc68e1fe8c3a657213bxb0
2026871501,88,\n      Phone number\n      P.\n      202-687-1501\n    ,_:node1ife8pq1mx15497742 | _:node1ife8pq1mx15497750 | _:node1ifeepo57x308796 | _:node1ifeepo57x308799 | _:node1ifed77ahx7719686
+918447738112,87,+91-8447738112,_:n5cc87bbb5670458eb96afbc015250809xb0 | _:nab92d1d02c23425c897391cda0e6617cxb0 | _:n02940b68c7d94b24ba5abdaa650568c6xb0 | _:nbc62b485389f4ecab162a92005805ed4xb0 | _:n4e2d92c88ad848c6bd9e74271fa32e50xb0
075392040,87,075-392040,_:node1ifdgf4slx7146216 | _:node1ifdgoe30x6883554 | _:node1ifd7jtthx32034356 | _:node1ifd0kbnlx49655148 | _:node1ifdgodfux6966685
2023195085,86,202-319-5085,_:n9a92c641d5ae4d8396bd69f8e8df08a0xb0 | _:nbdc9cb2629664001b850f9885daf6c43xb0 | _:n42dd77eeed7c477da4126c805e40b8c9xb0 | _:n0fd107d178664fceb5bfed59694cdb5bxb0 | _:n029c194a2d52444388b3f2d715dfaaefxb0
2026874798,86,Phone: 202-687-4798,_:node1ifekm4ugx2567111 | _:node1ifed8c6ax17665019 | _:node1ifdn1j4hx69390256 | _:node1ife8pdd8x30328663 | _:node1ifec7nvvx25339062
2029340121,86,\n      Phone number\n      P.\n      202-934-0121\n    ,_:node1ifg2hjjgx27948618 | _:node1ifg2hjjgx27948621 | _:node1ifg4smh1x11118822 | _:node1ifg4smh1x11118825 | _:node1ifgbvcbix1243263
+351253802500,85,(+351) 253 802 500,_:node1ifdh8jkox3143754 | _:node1ifd3s5afx25164987 | _:node1ifd0kp0tx30290241 | _:node1ifd3saibx35092541 | _:node1ifd7gn1hx17798748
8172577000,82,817-257-7000,_:n49591dd2c28044d3baca4a269ba02784xb0 | _:n86f5e2ab31984660a42b5103cf153895xb0 | _:n216dd1229b364dbfbf5710cfc82fc042xb0 | _:n30af626baa0f4169abef5f47f97e9232xb0 | _:n21391b11ab63480e914c36ec810167c7xb0
8442344075,80,844-234-4075,_:n7da2e48876e341cf938c4f0536a66183xb3 | _:n4b408a55fef94fe38a6f5d4e3b18d3b5xb4 | _:n66ac6030a01948f8865365abf4874211xb4 | _:n7f2f09d890384c5fa1f5edfbf3560347xb5 | _:n59f96e8acf0a40b580128be5db696452xb4
8556397799,79,855-639-7799,_:n1afc35e3b80e49d5a186709ef67ac2d0xb3 | _:n62fba00c300e4caebb0614c7427cafefxb3 | _:n6727380e9a9949b883b2c5a77b232a88xb3 | _:n390ae45db03b45a6a7e96f6173b81d98xb4 | _:n36d3ca3b568c4db4975c54ea4d130467xb4
8665459506,77,866-545-9506,_:ndc2e776b5ff34dfeb94f9115dc96abe2xb4 | _:nc4def08f2f124597ade8dd1434917b83xb5 | _:n154b77b200184d65b054d4691e7e9ba1xb5 | _:na86346b4fa0440fc8b55816e2f2c177exb5 | _:n60e4875dc3c04319bd14143042263912xb5
+4401723336700,76,+44(0)1723 336700,_:na16d87cc1faf4f85a6a4a38a26c5c344xb0 | _:nf89c67c9f27149c39176767484cef299xb0 | _:nb23a7065c9e44093a0ea1736968d0672xb0 | _:ne4137290820d42a79816bd451cfa0763xb0 | _:nd53ae33bede046219c8a874bca0151c3xb0
+12625471211,75,+12625471211,_:n272313f75f104423a219757ee2549919xb2 | _:n5e7c7ae235ba4c45aa0bf4ded62eceafxb2 | _:ne8d520f8e8a84b2fb5f70e492b2d0151xb2 | _:ne24d4ae393dc4c099fe5f6c13245daaaxb2 | _:nfb9c82e13fd3426f9c747cde5cfd86c0xb2
+919381917001,75,+919381917001,_:n0ca8e070e4294630b60f9297a1ad2cd0xb0 | _:n86b3d7c93d5d486e96863f9158ec9812xb0 | _:nf79c49491f924c099483cd1e636fbc39xb0 | _:n2666a7181563411698e85155f77da7bbxb0 | _:n95b35b2c926446d9963422a5a665a0aexb0
+912027805600+912027423422,74,+91 20 27805600 / +91 20 27423422,_:n21a0c671512e4dcd8c187702238b8fefxb0 | _:n28e2915e5129429c86b7d3b1f1978ab8xb0 | _:n66164d82724f4fafb100562d83ec88d2xb0 | _:nd34de01d5f1e40b0b9c00e1e8139cb57xb0 | _:ndb2b92c899fe40f38fb1ae1504dbbfafxb0
2026872400,73,Phone: 202-687-2400,_:node1ifdhccejx1283985 | _:node1ife8pbh2x41164365 | _:node1ifen2hp6x1250801 | _:node1ifelpuhux1228220 | _:node1ifelqpjdx4902792
2026876130,73,Phone: 202-687-6130,_:node1ifdvb8vfx8062099 | _:node1ifdq5pj1x18173852 | _:node1ifdvkl7ex5628094 | _:node1ifdn1lb4x25376481 | _:node1ifdvmbv0x5731306
0017804923111,72,001-7804923111,_:nc5b3f3e2dcd546be9793d695f26a05e2xb0 | _:n2735095ea20b49fc832e7cb8b049447exb0 | _:n53c34885c13b432aa5f401fcae4b5684xb3 | _:n8aab23a2ed244ea9a9c3de371b828163xb3 | _:n7bbb8a1aca7945c59936e553c91bf8e4xb3
2023195484,72,202-319-5484,_:n308c601c308640089c7a4ed0e779c868xb0 | _:n9782b0b6365b4417a5102b436d8ba6daxb0 | _:ne62ccbc210064a5194826142fae5db31xb0 | _:n99068750d71e4998a00d12510f7eca5bxb0 | _:n2ac21313ea3244d187dc97a8b4d8427bxb0
2026879823,72,Phone: 202-687-9823,_:node1ife4k0dvx14448739 | _:node1ifdvb10ix17618397 | _:node1ife3qusix2983752 | _:node1ife4fsibx3061465 | _:node1ifdvgcnlx12843154
6108921200,71,610-892-1200,_:ncf759de39969462485701d55dc54f3ebxb0 | _:nfbacf6dc8eee44ed8cffde28817bae18xb0 | _:n61e218ca68b54f04a3cc501b75b90804xb0 | _:n764a0831a76e425aaccf4681097b44efxb0 | _:n1b9da7540db94b2097b65cde75bcda30xb0
9733535205,71,973-353-5205 | 973.353.5205,<http://www.newark.casarodantecosas.com/> | <http://www.newark.&#20122;&#27954;&#21338;&#24425;&#24179;&#21488;&#25490;&#21517;&#25490;&#21517;.edu/> | <http://www.newark.tsumiki-hairfactory.com/> | <http://www.newark.huanglongdianzi.com/> | <http://www.\u7EBD\u74E6\u514B.&#20122;&#27954;&#21338;&#24425;&#24179;&#21488;&#25490;&#21517;&#25490;&#21517;.edu/>
+41432551313,70,+41 43 255 13 13,<https://www.unterstrass.edu/150-jahre/1/#identity> | <https://www.unterstrass.edu/150-jahre/#identity> | <https://www.unterstrass.edu/150-jahre/abgabe-der-maturarbeit/#identity> | <https://www.unterstrass.edu/150-jahre/anekdoten-stuben/#identity> | <https://www.unterstrass.edu/150-jahre/auf-dem-campus-entsteht-eine-skulptur/#identity>
0978618066,69,0978618066,_:n6f6bc0fdccd44ba6a2af41aa4334082fxb0 | _:nee391ffff7c44f7e9e861322c08b41fexb0 | _:nd07ae539587141e98d5fb52b4f02ed7cxb0 | _:n5e4cfa1de91648bfa167bf5246638860xb0 | _:n9d6e0a7fbbae495dbe39c590f0398d7cxb0
+17349957300,68,+1-734-995-7300,<http://kkigsn.candep.net> | <http://www.tiaodafu.com> | <http://izzegw.huangerying.net> | <http://03kw.humanityawakened.com> | <http://okytdn.jsrur.com>
2026871448,68,Phone: 202-687-1448,_:node1ifd0kftmx2909185 | _:node1ife8icrbx13254641 | _:node1ife4fq7ux10169906 | _:node1ife8pp21x5480725 | _:node1ifdn1krlx49276306
2023194289,67,202-319-4289,_:n9a78dc3faaa8449badb115326f8e6ce8xb0 | _:nb7a655676bbe44a1bcbad9d363c07f91xb0 | _:n231691c85b16445b860f4ba904498592xb0 | _:nedb79315ade1499fa79be9b850693737xb0 | _:n8e8f54ac3bbb43fea7f7264d8773ff6cxb0
+34936763784,66,(+34) 936 763 784,_:node1ifdsnr8qx2203518 | _:node1ifdq5jddx9465009 | _:node1ifdq5k8gx9590573 | _:node1ifdmt6cox16847408 | _:node1ifdspuntx2207884
+917880090391,64, +91 788 009 0391,_:n2a511a45f02b4ff1bde3c2a1eb3cd184xb0 | _:n739a7fe864304f78ae27e04785408f6bxb0 | _:ne11a1c6a68404b28bc1a233094ac119bxb0 | _:n57d388c9838848a5a33747ced00e7e9dxb0 | _:n69ee212d180246a28a44d24a12a97ce2xb0
9373766390,64,(937) 376-6390,_:n3c2af9879159456f804bc1f0054562b5xb0 | _:nc3bf6e6d3a834da59c3d4cc90a47b936xb0 | _:nea400c8110914f28af4960c578fffa57xb0 | _:n0df626c8174844ccac4e0840375d5a59xb0 | _:n4d07089510d14757ad9150cb92e6e0c3xb0
+14507736800,63,+14507736800,_:n7d8c46a29f30412790cc55158c606dc9xb0 | _:n6b423b358b2b474a9a78c03d7894331exb0 | _:n61a5b340f31b43228f9c9d9a62ec1d31xb0 | _:n8abdbc0ea9de4efb90d26c079676698axb0 | _:n9b3771cc4cf641d2904d61592d07f051xb0
+4402038730700,63,+44(0)20 3873 0700,_:neef1b00034c54266b99575a360100e97xb0 | _:n3104c95e4e36493bbdf6cccdaf235ee3xb0 | _:nc422603f0de84900ae738ececbfd6ba1xb0 | _:nd81063290f3048d4b6ce6f23d41b23b3xb0 | _:n1b0676ac19294252a535207b237d9ebbxb0
4192511313,62,419-251-1313,<https://mercycollege.edu/about/mercycollege.edu#identity> | <https://mercycollege.edu/mercycollege.edu#identity> | <https://mercycollege.edu/academics/mercycollege.edu#identity> | <https://mercycollege.edu/academics/programs/academic-minors/mercycollege.edu#identity> | <https://mercycollege.edu/academics/programs/mercycollege.edu#identity>
2026873132,61,Phone: 202-687-3132,_:node1ifg4slpjx16125902 | _:node1ifg4sghfx1436046 | _:node1ifgbo9sgx3102820 | _:node1ifg58032x8774432 | _:node1ifg4si0tx8558116
2026875918,60,Phone: 202-687-5918,_:node1ife8pbh2x5465040 | _:node1ife4g0b3x17634801 | _:node1ife4k0dvx20493328 | _:node1ifdvb10ix33024975 | _:node1ife9hapnx578831
8009953159,60,800.995.3159,_:nd8f150bb99964e55bdbb2f81d4239ae0xb0 | _:nd6c3bde476984e21b5f79f0c981d6dc0xb0 | _:naa0bf7a253994558902bbff1c7139103xb0 | _:n656a0afe7ebd41848094ce636dbee852xb0 | _:n3599f39e369b43b6bc358e33a462fae0xb0
2023195400,59,202-319-5400,_:n22701ecc1fb1459eb789ee03721c0d68xb0 | _:n796fc6db854d42a39890027e17ed1823xb0 | _:nb50eaec1c1c149b8b64059a9dd8420f8xb0 | _:nea6976bfad51414892b5d9249939a1f2xb0 | _:neb8fa9d13fad4c5b8ed3a553ae721ed2xb0
2026870289,58,\n      Phone number\n      P.\n      202-687-0289\n    ,_:node1ifd6l59kx5185842 | _:node1ifd6l59kx5185845 | _:node1ifd4ptrjx10418043 | _:node1ifd4ptrjx10418046 | _:node1ifd0ka05x30031652
2026876147,58,\n      Phone number\n      P.\n      202-687-6147\n    ,_:node1ifdu5n3ox6179762 | _:node1ifdu5n3ox6179765 | _:node1ifdla5g1x18505449 | _:node1ifdla5g1x18505452 | _:node1ifdq7bnjx8612031
2026875330,56,\n      Phone number\n      P.\n      202-687-5330\n    ,_:node1ife3r8gux67718402 | _:node1ife3r8gux67718405 | _:node1ife3r7avx65988428 | _:node1ife3r7avx65988431 | _:node1ife3r8gux68160540
+639063411288,55,+6390-6341-1288,_:n4dfb2ec6943d47db8676be7868492985xb0 | _:nd5e465a42ec54bb6a6ee55c80a973b5cxb0 | _:n6c49d50815f646fbb2cdae753e3b4591xb0 | _:n808f98da03c546d0b86ed8d3592346d6xb0 | _:nbd17c2dda8b9407193d528c31122f49bxb0
+919810508409,55,+91 9810508409,_:n7d059981a6b5430190f6ccaa9da01e15xb0 | _:n63c35824ebf444acb9435c24c1ae4ba7xb0 | _:n13ff9d01cf184e9d89989cd76d11ea56xb0 | _:ncfdc14e35e70457f8df25f91cab1e80fxb0 | _:nb49f05ae4ea848e5825ce652dcc019a2xb0
0112226050,55,011-222-6050,_:n540c8607e55c45cbb3d835e8a7fb1e1cxb0 | _:nbd62154079044129b7c0e613d2573272xb0 | _:ncaa1193bdf814e5aab30e3162c43a67bxb0 | _:n6a9e717e8a284e93a31ba3b8376c24bdxb0 | _:nda0cc78d73f64456ba59bef23455e404xb0
2026876061,55,Phone: 202-687-6061,_:node1ife187max736019 | _:node1ifdse5s8x5558110 | _:node1ifdvkl7ex7908726 | _:node1ifdnm0pgx15198282 | _:node1ifdsginqx3119507
2026876073,55,Phone: 202-687-6073,_:node1ifduabu5x394979 | _:node1ifdtq7cjx10226519 | _:node1ifdspqdjx5156086 | _:node1ifdsnvkbx2944478 | _:node1ifdmhr87x24905203
2029340747,55,Phone: 202-934-0747,_:node1iff6qlbgx12967240 | _:node1iff0qohsx21558346 | _:node1iffaad92x2861499 | _:node1iff53lbax28051979 | _:node1iff0qmv6x21692200
6102855000,55,610-285-5000,_:n17bcae116e8d406895fe867d2f94437fxb0 | _:n816b0d176d44425b9ba01d1513579ef1xb0 | _:ne1955edf25ba48a786d5226c7e2d5893xb0 | _:na668452d87ad48e2a5f28b6765f21bd1xb0 | _:n78d2c0d94ae04db28c746b77148b869cxb0
912228444014,55,912228444014,_:n080d068a51974b199dd4111065c2ab13xb0 | _:nebeb73b19d194ab48e8aef966ea5f73bxb0 | _:n358072d2dbf044be9f70f0058ecdc071xb0 | _:ndaf18a8d0e204a09abf68d6eee8b5adbxb0 | _:n586e242065e44f11ae619b7994ea913axb0
917045894370,55,917045894370,_:n080d068a51974b199dd4111065c2ab13xb0 | _:nebeb73b19d194ab48e8aef966ea5f73bxb0 | _:n358072d2dbf044be9f70f0058ecdc071xb0 | _:ndaf18a8d0e204a09abf68d6eee8b5adbxb0 | _:n586e242065e44f11ae619b7994ea913axb0
917666605366,55,917666605366,_:n080d068a51974b199dd4111065c2ab13xb0 | _:nebeb73b19d194ab48e8aef966ea5f73bxb0 | _:n358072d2dbf044be9f70f0058ecdc071xb0 | _:ndaf18a8d0e204a09abf68d6eee8b5adbxb0 | _:n586e242065e44f11ae619b7994ea913axb0
2026870824,54,Phone: 202-687-0824,_:node1ife4h90sx7471408 | _:node1ife4f13dx9922200 | _:node1ife5bqs2x5959008 | _:node1ife5bqlcx12450946 | _:node1ife7sd5gx282248
+911413500300,53,+911413500300,_:n1214cd5204954457b98db9fd35f36a8fxb0 | _:na3fb246d0bdf4f96aa13f66342529f91xb0 | _:n7559eb925809420aa18776af058d954exb0 | _:nd14dd625f7d04459a6e127054df97807xb0 | _:n9bf405027a5a423381e960c7fa1a8fa1xb0
2024442000,53,Phone: 202-444-2000,_:node1ifdn1j4hx25659617 | _:node1ife0cjkcx6174013 | _:node1ifdvb6ckx8331008 | _:node1ifdveki9x3637381 | _:node1ife0g0nkx3792010
+302110080813,52,(+30) 2110080813,_:node1ifebbkqrx8133941 | _:node1iff0qqovx26260767 | _:node1iff9ococx11663336 | _:node1ifencfsix51666098 | _:node1iffb9jb3x1671873
2026875592,52,Phone: 202-687-5592,_:node1ifec7iq7x21658717 | _:node1ifec7nndx36261847 | _:node1ifed7dhsx16505635 | _:node1ife5casqx41121179 | _:node1ifelq5n1x1360296
2504725462,52,250-472-5462,_:n23a23d834d934201935d6b001db1ebd1xb0 | _:n3f4393d527b6497aac7e680c06580fe1xb3 | _:n692567739eb84850bc628557176ea605xb3 | _:nc833a2bc6bde4ce2bc0c10bbd5c7fc9exb3 | _:nf0ffcf5d1295408c962540f7d96ae9b4xb3
3056273001,52,(305) 627-3001,_:node1ifd0kcp7x11878222 | _:node1ifd2m6p7x6659907 | _:node1ifd0kcvlx12056899 | _:node1ifd3saibx4152234 | _:node1ifd2m0jqx6531484
4042554500,52,(404) 255-4500,_:node1ifd0kcp7x11878218 | _:node1ifd2m6p7x6659903 | _:node1ifd0kcvlx12056895 | _:node1ifd3saibx4152230 | _:node1ifd2m0jqx6531480
4072658383,52,(407) 265-8383,_:node1ifd0kcp7x11878224 | _:node1ifd2m6p7x6659909 | _:node1ifd0kcvlx12056901 | _:node1ifd3saibx4152236 | _:node1ifd2m0jqx6531486
5613814990,52,(561) 381-4990,_:node1ifd0kcp7x11878220 | _:node1ifd2m6p7x6659905 | _:node1ifd0kcvlx12056897 | _:node1ifd3saibx4152232 | _:node1ifd2m0jqx6531482
